address,addressnum,bbl,bin,boro,borocode,capacity,captype,cd,city,council,ct2010,ct2020,datasource,facdomain,facgroup,facname,facsubgrp,factype,latitude,longitude,nta2010,nta2020,opabbrev,opname,optype,overabbrev,overagency,overlevel,policeprct,schooldist,servarea,streetname,uid,xcoord,ycoord,zipcode,_ntacode,_ntaname
25-10 30 AVENUE,25-10,4005760012,4436864,QUEENS,4,0,,401,ASTORIA,22,7300,7300,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,HOSPITALS AND CLINICS,HOSPITAL,40.76805551,-73.92484166,QN71,QN0103,Non-public,The Mount Sinai Hospital,Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,30 AVENUE,00752bd12941d8f75358cc16d8fc9a6f,1005068.69,219109.03,11102,QN71,Old Astoria
29-20 NEWTOWN AVENUE,29-20,4005940036,4007673,QUEENS,4,0,,401,ASTORIA,22,7100,7100,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,"NEWTOWN DIALYSIS CENTER, INC",HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.76855549,-73.92185531,QN71,QN0103,Non-public,"Newtown Dialysis Center, Inc",Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,NEWTOWN AVENUE,6b89b6bccb6d5522407ff8a76c1a0cd6,1005895.74,219291.9138,11102,QN71,Old Astoria
8-13 ASTORIA BOULEVARD,13-Aug,4005090025,4541906,QUEENS,4,0,,401,ASTORIA,22,8300,8300,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,REALITY HOUSE CLINIC,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.7727133,-73.93188983,QN71,QN0102,Non-public,The Floating Hospital (Incorporated),Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,ASTORIA BOULEVARD,962381e1a2968c852565abc66e6c74c4,1003115.044,220804.4222,11102,QN71,Old Astoria
4-21 27TH STREET,,4009090001,0,QUEENS,4,0,,401,ASTORIA,22,8700,8700,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,GOODWILL INTEGRATED HEALTH AND WELLNESS CENTER (GIHWC),HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.77486,-73.932487,QN71,QN0102,Non-public,The Floating Hospital (Incorporated),Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,,e0a05efef0b49d64e9107f722dd832ce,1002949.038,221586.4078,11102,QN71,Old Astoria
"82 70 164TH STREET JAMAICA, NY",,4068580001,0,QUEENS,4,0,,408,JAMAICA,24,126700,126700,hhc_hospitals,HEALTH AND HUMAN SERVICES,HEALTH CARE,QUEENS HOSPITAL CENTER,HOSPITALS AND CLINICS,ACUTE CARE HOSPITAL,40.717777,-73.805293,QN38,QN0802,NYCHHC,NYC Health and Hospitals Corporation,Public,NYSDOH,NYS Department of Health,State,107,28,Regional,,46d652bff2c72e2fc73f71d37afd984d,1038224.078,200842.0217,11432,QN38,Pomonok-Flushing Heights-Hillcrest
176-35 UNION TURNPIKE,176-35,4070130041,4152001,QUEENS,4,0,,408,FRESH MEADOWS,24,124700,124700,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,FREEDOM CENTER OF QUEENS,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.7258317,-73.79268034,QN38,QN0802,Non-public,New York Dialysis Services Inc,Non-public,NYSDOH,NYS Department of Health,State,107,26,Regional,UNION TURNPIKE,130866a20e1b323c578c910ebef8c12b,1041713.439,203784.6105,11366,QN38,Pomonok-Flushing Heights-Hillcrest
71-61 159 STREET,71-61,4067970079,4531560,QUEENS,4,0,,408,FRESH MEADOWS,24,122701,122704,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,BOULEVARD ALP,HOSPITALS AND CLINICS,ENRICHED HOUSING PROGRAM,40.72864723,-73.80991543,QN38,QN0802,Non-public,Queens Boulevard ALP LLC,Non-public,NYSDOH,NYS Department of Health,State,107,25,Regional,159 STREET,1c4ea3773ceb593288b079eec9a188b8,1036934.118,204799.5582,11365,QN38,Pomonok-Flushing Heights-Hillcrest
71-12 PARK AVENUE,71-12,4067970030,0,QUEENS,4,0,,408,FRESH MEADOWS,24,122701,122704,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,U.S. RENAL CARE SOUTH FLUSHING DIALYSIS,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.72927993,-73.8103483,QN38,QN0802,Non-public,"USRC South Flushing, LLC",Non-public,NYSDOH,NYS Department of Health,State,107,25,Regional,PARK AVENUE,4a3aacf857ea0ce141e1951643a12082,1036813.642,205029.8108,11365,QN38,Pomonok-Flushing Heights-Hillcrest
"82 68 164TH STREET JAMAICA, NY",,4068580001,0,QUEENS,4,0,,408,JAMAICA,24,126700,126700,hhc_hospitals,HEALTH AND HUMAN SERVICES,HEALTH CARE,QUEENS HOSPITAL CENTER,HOSPITALS AND CLINICS,CHILD HEALTH CENTER,40.717777,-73.805293,QN38,QN0802,NYCHHC,NYC Health and Hospitals Corporation,Public,NYSDOH,NYS Department of Health,State,107,28,Regional,,f130af820881c69a524f6e7b50d867df,1038224.078,200842.0217,11432,QN38,Pomonok-Flushing Heights-Hillcrest
82-68 164 STREET,82-68,4068580001,4442431,QUEENS,4,0,,408,JAMAICA,24,126700,126700,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,QUEENS HOSPITAL CENTER,HOSPITALS AND CLINICS,HOSPITAL,40.71777908,-73.80529239,QN38,QN0802,Non-public,NYC Health and Hospitals Corporation,Non-public,NYSDOH,NYS Department of Health,State,107,28,Regional,164 STREET,db3d8212d7cfd96fbc9bd2329f7b5b1d,1038224.246,200842.779,11432,QN38,Pomonok-Flushing Heights-Hillcrest
220-03 HILLSIDE AVENUE,220-03,4106890001,4228964,QUEENS,4,0,,413,QUEENS VILLAGE,23,130100,55200,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,FRESENIUS KIDNEY CARE - QUEENS VILLAGE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.73024935,-73.74480272,QN34,QN1303,Non-public,New York Dialysis Services Inc,Non-public,NYSDOH,NYS Department of Health,State,105,26,Regional,HILLSIDE AVENUE,01525f65cb81fee45f16fd32ef5ba8eb,1054979.105,205429.1256,11427,QN34,Queens Village
222-02 HEMPSTEAD AVENUE,222-02,4111570020,4240586,QUEENS,4,0,,413,QUEENS VILLAGE,27,56800,56800,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,QUEENS VILLAGE DIALYSIS CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.71198483,-73.73172425,QN34,QN1303,Non-public,"Knickerbocker Dialysis, Inc",Non-public,NYSDOH,NYS Department of Health,State,105,29,Regional,HEMPSTEAD AVENUE,846862801335ca6fc0a272e4ae3e3337,1058624.233,198785.6623,11429,QN34,Queens Village
161-05 HORACE HARDING EXPRESSWAY,161-05,4067390016,4311350,QUEENS,4,0,,407,FRESH MEADOWS,20,121500,121500,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,ALL COUNTY LLC,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.73905861,-73.80727503,QN62,QN0706,Non-public,All County LLC,Non-public,NYSDOH,NYS Department of Health,State,109,25,Regional,HORACE HARDING EXPRESSWAY,18464f64cf881729bb418bb60110e267,1037657.589,208594.3392,11365,QN62,Queensboro Hill
56-45 MAIN STREET,56-45,4051650001,4439898,QUEENS,4,0,,407,FLUSHING,20,79900,79900,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,NEWYORK-PRESBYTERIAN/QUEENS,HOSPITALS AND CLINICS,HOSPITAL,40.74718188,-73.82516178,QN62,QN0706,Non-public,NewYork-Presbyterian/Queens,Non-public,NYSDOH,NYS Department of Health,State,109,25,Regional,MAIN STREET,c46627e62640363fe728d9f87324417d,1032694.945,211543.5001,11355,QN62,Queensboro Hill
59-25 KISSENA BOULEVARD,59-25,4067310018,4146188,QUEENS,4,0,,407,FLUSHING,20,121500,121500,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,"GRAMERCY SURGERY CENTER, INC. - QUEENS",HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.73994344,-73.81458715,QN62,QN0706,Non-public,"Gramercy Surgery Center, Inc",Non-public,NYSDOH,NYS Department of Health,State,109,25,Regional,KISSENA BOULEVARD,b0457374a9af3a994674a8233d201737,1035630.588,208912.3375,11355,QN62,Queensboro Hill
,,4067410006,0,QUEENS,4,0,,407,FRESH MEADOWS,20,121500,121500,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,NYP/QUEENS OBSTETRICS CENTER,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,40.739002,-73.805344,QN62,QN0706,Non-public,NewYork-Presbyterian/Queens,Non-public,NYSDOH,NYS Department of Health,State,109,25,Regional,,d325e5cacbfdda8ef121d15ae8ec0d6f,1038192.756,208574.8991,11365,QN62,Queensboro Hill
10-29 41 AVENUE,29-Oct,4004700100,4595582,QUEENS,4,0,,401,LONG ISLAND CITY,26,2500,2500,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,QUEENSBRIDGE FAMILY HEALTH CENTER,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,40.75585914,-73.94421027,QN68,QN0105,Non-public,Wyckoff Heights Medical Center,Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,41 AVENUE,282d955601391970abd31b7f2c483f61,999706.4591,214661.4827,11101,QN68,Queensbridge-Ravenswood-Long Island City
36-11 21 STREET,36-11,4003480015,4004268,QUEENS,4,0,,401,ASTORIA,26,3300,3302,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHN-LONG ISLAND CITY HEALTH CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.75927219,-73.93667318,QN68,QN0105,Non-public,Community Healthcare Network,Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,21 STREET,215e7ba37567cb0b0517e215fc725250,1001793.701,215906.3867,11106,QN68,Queensbridge-Ravenswood-Long Island City
24-09 38 AVENUE,24-09,4003670001,4004439,QUEENS,4,0,,401,LONG ISLAND CITY,26,3300,3302,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,UNITED WIRE METAL & MACHINE MEDICAL CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.75630394,-73.93614802,QN68,QN0105,Non-public,United Wire Metal and Machine Health And Welfare Fund,Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,38 AVENUE,7ff13c3fee803a4275c5de60fe8f8ebf,1001939.976,214825.0634,11101,QN68,Queensbridge-Ravenswood-Long Island City
34-11 VERNON BOULEVARD,34-11,4003230020,4003827,QUEENS,4,0,,401,ASTORIA,26,3900,3900,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,PHOENIX HOUSE LONG ISLAND CITY FAMILY HEALTH CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.76502162,-73.94024614,QN68,QN0105,Non-public,Schenectady County,Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,VERNON BOULEVARD,798433d56c7b3241d513a62c27dd3c87,1000802.44,218000.3977,11106,QN68,Queensbridge-Ravenswood-Long Island City
21-01 41 AVENUE,21-01,4004100001,4004967,QUEENS,4,0,,401,LONG ISLAND CITY,26,3300,3302,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,FLOATING HOSPITAL (INCORPORATED),HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.7541566,-73.94193334,QN68,QN0105,Non-public,The Floating Hospital (Incorporated),Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,41 AVENUE,abb1ce25d9f97fb32c36974a6e5e5106,1000337.692,214041.6032,11101,QN68,Queensbridge-Ravenswood-Long Island City
10-29 41 AVENUE,29-Oct,4004700100,4595582,QUEENS,4,0,,401,LONG ISLAND CITY,26,2500,2500,nycha_communitycenters,HEALTH AND HUMAN SERVICES,HEALTH CARE,QUEENSBRIDGE NORTH,HOSPITALS AND CLINICS,NYCHA COMMUNITY CENTER - HEALTH CLINIC,40.75585914,-73.94421027,QN68,QN0105,NYCHA,NYC Housing Authority,Public,NYCHA,NYC Housing Authority,City,114,30,Regional,41 AVENUE,b64a1d9b677a1f460d2f9b5b3b0a8d72,999706.4591,214661.4827,11101,QN68,Queensbridge-Ravenswood-Long Island City
10-29 41 AVENUE,29-Oct,4004700100,4595582,QUEENS,4,0,,401,LONG ISLAND CITY,26,2500,2500,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,THE FLOATING HOSPITAL,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.75585914,-73.94421027,QN68,QN0105,Non-public,The Floating Hospital (Incorporated),Non-public,NYSDOH,NYS Department of Health,State,114,30,Regional,41 AVENUE,cb1a11bd8b1285e6394ae23b2ab7a3ad,999706.4591,214661.4827,11101,QN68,Queensbridge-Ravenswood-Long Island City
97-77 QUEENS BOULEVARD,97-77,4020920001,4050482,QUEENS,4,0,,406,REGO PARK,29,71701,71701,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,NYU LANGONE PERLMUTTER CANCER CENTER - REGO PARK,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,40.72921365,-73.85844392,QN18,QN0601,Non-public,NYU Langone Hospitals,Non-public,NYSDOH,NYS Department of Health,State,112,28,Regional,QUEENS BOULEVARD,1f9d29dcb99e0b00c7718e4b26c5f8dc,1023483.569,204980.4624,11374,QN18,Rego Park
95-25 QUEENS BOULEVARD,95-25,4020790001,4050410,QUEENS,4,0,,406,REGO PARK,29,71701,71701,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,NORTHWELL AMBULATORY CARE CENTER- A PROGRAM OF LONG ISLAND JEWISH MEDICAL CENTER,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,40.73121004,-73.86357714,QN18,QN0601,Non-public,Long Island Jewish Medical Center,Non-public,NYSDOH,NYS Department of Health,State,112,28,Regional,QUEENS BOULEVARD,d548ed77b30f7ee9916986255ae1f3a4,1022059.718,205705.5506,11374,QN18,Rego Park
95-25 QUEENS BOULEVARD,95-25,4020790001,4050410,QUEENS,4,0,,406,REGO PARK,29,71701,71701,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,"QUEENS BOULEVARD ASC, LLC",HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.73121004,-73.86357714,QN18,QN0601,Non-public,"Queens Boulevard ASC, LLC",Non-public,NYSDOH,NYS Department of Health,State,112,28,Regional,QUEENS BOULEVARD,b3d5d5e1d0d819078e8c505ea2332455,1022059.718,205705.5506,11374,QN18,Rego Park
105-12 101 AVENUE,105-12,4094230006,4198454,QUEENS,4,0,,409,OZONE PARK,28,11200,11200,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,APEX EYE SURGERY CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.68642869,-73.83747105,QN54,QN0904,Non-public,"Mason ESC, LLC",Non-public,NYSDOH,NYS Department of Health,State,102,27,Regional,101 AVENUE,0813d6f429c9103012f14c28a012c59e,1029325.31,189402.7286,11416,QN54,Richmond Hill
117-11 MYRTLE AVENUE,117-11,4092620095,4193457,QUEENS,4,0,,409,RICHMOND HILL,29,13200,13200,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,MYRTLE AVENUE FAMILY HEALTH CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.70026594,-73.83200471,QN54,QN0902,Non-public,"Damian Family Care Centers, Inc.",Non-public,NYSDOH,NYS Department of Health,State,102,27,Regional,MYRTLE AVENUE,460379518c0b4b598673030aea757633,1030831.659,194446.8947,11418,QN54,Richmond Hill
91-30 VAN WYCK EXPRESSWAY,91-30,4093750174,4196964,QUEENS,4,0,,409,RICHMOND HILL,29,14202,14202,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,VAN WYCK DIALYSIS,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.69873884,-73.81552121,QN54,QN0902,Non-public,"Knickerbocker Dialysis, Inc",Non-public,NYSDOH,NYS Department of Health,State,102,28,Regional,VAN WYCK EXPRESSWAY,4f4afd1eac8df361a4b9b60d50b3cec1,1035403.361,193899.7249,11418,QN54,Richmond Hill
110-20 JAMAICA AVENUE,110-20,4093000089,4194819,QUEENS,4,0,,409,RICHMOND HILL,28,12601,12601,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,SUN RIVER HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.6964286,-73.83731989,QN54,QN0902,Non-public,"Sun River Health Care, Inc.",Non-public,NYSDOH,NYS Department of Health,State,102,27,Regional,JAMAICA AVENUE,54f0dda3372fd6848550eaefd952c9fc,1029360.467,193046.0611,11418,QN54,Richmond Hill
,,0,0,QUEENS,4,0,,409,RICHMOND HILL,29,14202,14202,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,JAMAICA HOSPITAL MEDICAL CENTER,HOSPITALS AND CLINICS,HOSPITAL,40.701412,-73.816299,QN54,QN0902,Non-public,Jamaica Hospital Inc,Non-public,NYSDOH,NYS Department of Health,State,102,28,Regional,,9593f089cbff6e0826d0c16bb6f20be9,1035185.649,194873.1814,11418,QN54,Richmond Hill
133-03 JAMAICA AVENUE,133-03,4092840006,4194031,QUEENS,4,0,,409,RICHMOND HILL,29,14202,14202,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,MEDISYS FAMILY CARE CENTER,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,40.70266508,-73.81959907,QN54,QN0902,Non-public,Jamaica Hospital Inc,Non-public,NYSDOH,NYS Department of Health,State,102,28,Regional,JAMAICA AVENUE,ac53eb711bf822086144049b8d04bb18,1034269.685,195327.8121,11418,QN54,Richmond Hill
130-20 89 ROAD,130-20,4093570017,4532344,QUEENS,4,0,,409,RICHMOND HILL,29,14202,14202,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,RICHMOND HILL CLINIC,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.69956018,-73.82014808,QN54,QN0902,Non-public,"Damian Family Care Centers, Inc.",Non-public,NYSDOH,NYS Department of Health,State,102,28,Regional,89 ROAD,bc2fe1018c7692d87b3e6ed0a07c2701,1034119.782,194196.2962,11418,QN54,Richmond Hill
"TRUMP PAVILION, LOWER LEVEL",,4093640010,0,QUEENS,4,0,,409,RICHMOND HILL,29,14202,14202,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,JAMAICA HOSPITAL SLEEP CENTER,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,40.700286,-73.815895,QN54,QN0902,Non-public,Jamaica Hospital Inc,Non-public,NYSDOH,NYS Department of Health,State,102,28,Regional,,ca2aea8840a14ff7141946cc08b3b83c,1035298.53,194463.1822,11418,QN54,Richmond Hill
769 ONDERDONK AVENUE,769,4034700054,4083018,QUEENS,4,0,,405,RIDGEWOOD,34,54900,54900,hhc_hospitals,HEALTH AND HUMAN SERVICES,HEALTH CARE,RIDGEWOOD COMMUNICARE CLINIC,HOSPITALS AND CLINICS,CHILD HEALTH CENTER,40.70306552,-73.90541297,QN20,QN0502,NYCHHC,NYC Health and Hospitals Corporation,Public,NYSDOH,NYS Department of Health,State,104,24,Regional,ONDERDONK AVENUE,6577012ab3f10a6aaf506547e49786db,1010475.959,195436.3602,11385,QN20,Ridgewood
1734 HANCOCK STREET,1734,4035610023,4607513,QUEENS,4,0,,405,RIDGEWOOD,34,55300,55300,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,RIDGE CARE DIALYSIS,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.69991814,-73.90382464,QN20,QN0502,Non-public,"Knickerbocker Dialysis, Inc",Non-public,NYSDOH,NYS Department of Health,State,104,24,Regional,HANCOCK STREET,8688df5dd81085a8f013a6d5412c101d,1010917.61,194290.1547,11385,QN20,Ridgewood
769 ONDERDONK AVENUE,769,4034700054,4083018,QUEENS,4,0,,405,RIDGEWOOD,34,54900,54900,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,RIDGEWOOD COMMUNICARE CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.70306552,-73.90541297,QN20,QN0502,Non-public,NYC Health and Hospitals Corporation,Non-public,NYSDOH,NYS Department of Health,State,104,24,Regional,ONDERDONK AVENUE,b1f090932f6467e9de472963389968c5,1010475.959,195436.3602,11385,QN20,Ridgewood
1140 SENECA AVENUE,1140,4035680060,4086098,QUEENS,4,0,,405,RIDGEWOOD,30,55700,55700,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,CENTERLIGHT HEALTHCARE D&TC,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.69652555,-73.89799959,QN20,QN0502,Non-public,CenterLight Healthcare Diagnostic and Treatment Center,Non-public,NYSDOH,NYS Department of Health,State,104,24,Regional,SENECA AVENUE,dd5a6352171c1bf0905aae3e24294a6a,1012534.224,193055.9596,11385,QN20,Ridgewood
385 SENECA AVENUE,385,4034260001,4081772,QUEENS,4,0,,405,RIDGEWOOD,34,53900,53901,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,RIDGEWOOD DIALYSIS CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,40.70709765,-73.91437489,QN20,QN0502,Non-public,Ridgewood Dialysis Center Inc,Non-public,NYSDOH,NYS Department of Health,State,104,24,Regional,SENECA AVENUE,f57b028394e0e949256d07f7ad453a41,1007989.67,196902.8268,11385,QN20,Ridgewood
111-20 MERRICK BOULEVARD,111-20,4102080019,4217364,QUEENS,4,0,,412,JAMAICA,27,26600,26600,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,MEDISYS FAMILY CARE - ST. ALBANS,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,40.69375285,-73.78131881,QN01,QN1202,Non-public,Jamaica Hospital Inc,Non-public,NYSDOH,NYS Department of Health,State,113,28,Regional,MERRICK BOULEVARD,bd3742141d14e6f6431a64317d3490d8,1044891.722,192105.01,11433,QN01,South Jamaica
130-02 115 AVENUE,130-02,4116730001,4252357,QUEENS,4,0,,410,SOUTH OZONE PARK,28,17600,17600,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,PS 155,HOSPITALS AND CLINICS,SCHOOL BASED HOSPITAL EXTENSION CLINIC,40.67916532,-73.81006003,QN55,QN1001,Non-public,Jamaica Hospital Inc,Non-public,NYSDOH,NYS Department of Health,State,106,27,Regional,115 AVENUE,0fb1d08a546d427f90c249be63109975,1036933.131,186771.7743,11420,QN55,South Ozone Park
100-02 ROCKAWAY BOULEVARD,100-02,4095390001,4202778,QUEENS,4,0,,410,OZONE PARK,32,86400,86400,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,OZONE PARK DIALYSIS,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.6794392,-73.83889893,QN55,QN1001,Non-public,"Knickerbocker Dialysis, Inc",Non-public,NYSDOH,NYS Department of Health,State,106,27,Regional,ROCKAWAY BOULEVARD,1e0a3cc9c5cf56dbad4ab69647cad712,1028933.989,186855.5281,11417,QN55,South Ozone Park
105-34 ROCKAWAY BOULEVARD,105-34,4114800061,4247760,QUEENS,4,0,,410,OZONE PARK,32,86400,86400,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,JOSEPH P ADDABBO FAMILY HEALTH CENTER,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.67837384,-73.83339455,QN55,QN1001,Non-public,Joseph P Addabbo Family Health Center Inc,Non-public,NYSDOH,NYS Department of Health,State,106,27,Regional,ROCKAWAY BOULEVARD,8e69ff401de936aa45551f243d39fd32,1030461.456,186470.2419,11417,QN55,South Ozone Park
101-01 ROCKAWAY BOULEVARD,101-01,4095400002,4202849,QUEENS,4,0,,410,OZONE PARK,32,86400,86400,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,JOHN ADAMS HIGH SCHOOL,HOSPITALS AND CLINICS,SCHOOL BASED HOSPITAL EXTENSION CLINIC,40.67830084,-73.83679465,QN55,QN1001,Non-public,Long Island Jewish Medical Center,Non-public,NYSDOH,NYS Department of Health,State,106,27,Regional,ROCKAWAY BOULEVARD,9cf4f0d51825515c88705f74e6e692af,1029518.419,186441.8727,11417,QN55,South Ozone Park
143-10 SPRINGFIELD BOULEVARD,143-10,4130570056,4280845,QUEENS,4,0,,412,SPRINGFIELD GARDENS,31,33000,33000,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,SPRINGFIELD GARDENS EDUCATIONAL CAMPUS,HOSPITALS AND CLINICS,SCHOOL BASED DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,40.66902769,-73.75774563,QN02,QN1204,Non-public,NYC Health and Hospitals Corporation,Non-public,NYSDOH,NYS Department of Health,State,113,29,Regional,SPRINGFIELD BOULEVARD,32f085d1b927e73e423e38a320997e2c,1051453.613,183114.1538,11413,QN02,Springfield Gardens North
156-10 BAISLEY BOULEVARD,156-10,4122610001,4265978,QUEENS,4,0,,412,JAMAICA,28,29400,29400,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,HEALTH CARE,AUGUST MARTIN HIGH SCHOOL,HOSPITALS AND CLINICS,SCHOOL BASED HOSPITAL EXTENSION CLINIC,40.67406841,-73.78275285,QN02,QN1204,Non-public,Long Island Jewish Medical Center,Non-public,NYSDOH,NYS Department of Health,State,113,27,Regional,BAISLEY BOULEVARD,835e004a7c549c5083b83cba0d537364,1044511.839,184932.4326,11434,QN02,Springfield Gardens North
